Border,Date,Measure,Value,Average
US-Mexico Border,09/01/2010 12:00:00 AM,Truck Containers Empty,129505,141493
US-Canada Border,09/01/2010 12:00:00 AM,Truck Containers Empty,99795,88767
US-Canada Border,09/01/2010 12:00:00 AM,Rail Containers Full,98604,107738
US-Canada Border,09/01/2010 12:00:00 AM,Rail Containers Empty,51199,43819
US-Canada Border,09/01/2010 12:00:00 AM,Pedestrians,41099,50536
US-Mexico Border,09/01/2010 12:00:00 AM,Rail Containers Empty,34808,30921
US-Mexico Border,09/01/2010 12:00:00 AM,Rail Containers Full,29116,27820
US-Canada Border,09/01/2010 12:00:00 AM,Train Passengers,26706,23215
US-Mexico Border,09/01/2010 12:00:00 AM,Buses,17105,19405
US-Canada Border,09/01/2010 12:00:00 AM,Buses,10934,11710
US-Canada Border,09/01/2010 12:00:00 AM,Trains,2078,2517
US-Mexico Border,09/01/2010 12:00:00 AM,Trains,665,726
US-Mexico Border,09/01/2010 12:00:00 AM,Train Passengers,268,1043
US-Mexico Border,09/01/2009 12:00:00 AM,Personal Vehicle Passengers,11040305,14136997
US-Mexico Border,09/01/2009 12:00:00 AM,Personal Vehicles,5637383,6551650
US-Canada Border,09/01/2009 12:00:00 AM,Personal Vehicle Passengers,4787157,5731502
US-Mexico Border,09/01/2009 12:00:00 AM,Pedestrians,3053713,3678242
US-Canada Border,09/01/2009 12:00:00 AM,Personal Vehicles,2428854,2707162
US-Canada Border,09/01/2009 12:00:00 AM,Trucks,455815,514910
US-Mexico Border,09/01/2009 12:00:00 AM,Trucks,364722,400850
US-Canada Border,09/01/2009 12:00:00 AM,Truck Containers Full,354394,383908
US-Canada Border,09/01/2009 12:00:00 AM,Bus Passengers,256397,280052
US-Mexico Border,09/01/2009 12:00:00 AM,Truck Containers Full,229875,256106
US-Mexico Border,09/01/2009 12:00:00 AM,Bus Passengers,160678,249124
US-Mexico Border,09/01/2009 12:00:00 AM,Truck Containers Empty,134457,141527
US-Canada Border,09/01/2009 12:00:00 AM,Truck Containers Empty,94836,88738
US-Canada Border,09/01/2009 12:00:00 AM,Rail Containers Full,86560,107842
US-Canada Border,09/01/2009 12:00:00 AM,Rail Containers Empty,46743,43804
US-Canada Border,09/01/2009 12:00:00 AM,Pedestrians,44736,50565
US-Mexico Border,09/01/2009 12:00:00 AM,Rail Containers Empty,27805,30936
US-Canada Border,09/01/2009 12:00:00 AM,Train Passengers,24475,23209
US-Mexico Border,09/01/2009 12:00:00 AM,Rail Containers Full,21988,27849
US-Mexico Border,09/01/2009 12:00:00 AM,Buses,16694,19419
US-Canada Border,09/01/2009 12:00:00 AM,Buses,11291,11712
US-Canada Border,09/01/2009 12:00:00 AM,Trains,2031,2519
US-Mexico Border,09/01/2009 12:00:00 AM,Trains,587,726
US-Mexico Border,09/01/2009 12:00:00 AM,Train Passengers,294,1046
US-Mexico Border,09/01/2008 12:00:00 AM,Personal Vehicle Passengers,12943742,14142904
US-Mexico Border,09/01/2008 12:00:00 AM,Personal Vehicles,6485225,6551979
US-Canada Border,09/01/2008 12:00:00 AM,Personal Vehicle Passengers,4781150,5736207
US-Mexico Border,09/01/2008 12:00:00 AM,Pedestrians,3570146,3678777
US-Canada Border,09/01/2008 12:00:00 AM,Personal Vehicles,2442637,2708471
US-Canada Border,09/01/2008 12:00:00 AM,Trucks,511697,514926
US-Canada Border,09/01/2008 12:00:00 AM,Truck Containers Full,414858,383755
US-Mexico Border,09/01/2008 12:00:00 AM,Trucks,394948,400879
US-Canada Border,09/01/2008 12:00:00 AM,Bus Passengers,307375,279916
US-Mexico Border,09/01/2008 12:00:00 AM,Truck Containers Full,234084,256215
US-Mexico Border,09/01/2008 12:00:00 AM,Bus Passengers,234079,249199
US-Mexico Border,09/01/2008 12:00:00 AM,Truck Containers Empty,161436,141429
US-Canada Border,09/01/2008 12:00:00 AM,Rail Containers Full,107759,107843
US-Canada Border,09/01/2008 12:00:00 AM,Truck Containers Empty,95117,88706
US-Canada Border,09/01/2008 12:00:00 AM,Rail Containers Empty,50700,43770
US-Canada Border,09/01/2008 12:00:00 AM,Pedestrians,35038,50642
US-Mexico Border,09/01/2008 12:00:00 AM,Rail Containers Empty,32625,30928
US-Mexico Border,09/01/2008 12:00:00 AM,Rail Containers Full,25580,27860
US-Canada Border,09/01/2008 12:00:00 AM,Train Passengers,23898,23207
US-Mexico Border,09/01/2008 12:00:00 AM,Buses,20264,19414
US-Canada Border,09/01/2008 12:00:00 AM,Buses,11909,11711
US-Canada Border,09/01/2008 12:00:00 AM,Trains,2405,2520
US-Mexico Border,09/01/2008 12:00:00 AM,Train Passengers,1693,1043
US-Mexico Border,09/01/2008 12:00:00 AM,Trains,798,726
US-Mexico Border,09/01/2007 12:00:00 AM,Personal Vehicle Passengers,12847473,14149349
US-Mexico Border,09/01/2007 12:00:00 AM,Personal Vehicles,6450165,6552485
US-Canada Border,09/01/2007 12:00:00 AM,Personal Vehicle Passengers,5133356,5739206
US-Mexico Border,09/01/2007 12:00:00 AM,Pedestrians,3933156,3677512
US-Canada Border,09/01/2007 12:00:00 AM,Personal Vehicles,2630684,2708858
US-Canada Border,09/01/2007 12:00:00 AM,Trucks,531706,514843
US-Canada Border,09/01/2007 12:00:00 AM,Truck Containers Full,445275,383449
US-Mexico Border,09/01/2007 12:00:00 AM,Trucks,381680,400975
US-Canada Border,09/01/2007 12:00:00 AM,Bus Passengers,354549,279545
US-Mexico Border,09/01/2007 12:00:00 AM,Bus Passengers,262279,249134
US-Mexico Border,09/01/2007 12:00:00 AM,Truck Containers Full,233770,256326
US-Mexico Border,09/01/2007 12:00:00 AM,Truck Containers Empty,139864,141437
US-Canada Border,09/01/2007 12:00:00 AM,Rail Containers Full,121028,107777
US-Canada Border,09/01/2007 12:00:00 AM,Truck Containers Empty,82665,88736
US-Canada Border,09/01/2007 12:00:00 AM,Pedestrians,55005,50620
US-Canada Border,09/01/2007 12:00:00 AM,Rail Containers Empty,46717,43755
US-Mexico Border,09/01/2007 12:00:00 AM,Rail Containers Empty,37443,30895
US-Mexico Border,09/01/2007 12:00:00 AM,Rail Containers Full,32225,27838
US-Canada Border,09/01/2007 12:00:00 AM,Train Passengers,23320,23205
US-Mexico Border,09/01/2007 12:00:00 AM,Buses,21091,19406
US-Canada Border,09/01/2007 12:00:00 AM,Buses,13033,11705
US-Canada Border,09/01/2007 12:00:00 AM,Trains,2460,2520
US-Mexico Border,09/01/2007 12:00:00 AM,Train Passengers,1726,1040
US-Mexico Border,09/01/2007 12:00:00 AM,Trains,899,725
US-Mexico Border,09/01/2006 12:00:00 AM,Personal Vehicle Passengers,13571521,14152238
US-Mexico Border,09/01/2006 12:00:00 AM,Personal Vehicles,6811433,6551190
US-Canada Border,09/01/2006 12:00:00 AM,Personal Vehicle Passengers,5567958,5740063
US-Mexico Border,09/01/2006 12:00:00 AM,Pedestrians,3770596,3677046
US-Canada Border,09/01/2006 12:00:00 AM,Personal Vehicles,2676082,2709022
US-Canada Border,09/01/2006 12:00:00 AM,Trucks,542189,514706
US-Canada Border,09/01/2006 12:00:00 AM,Truck Containers Full,452851,383102
US-Mexico Border,09/01/2006 12:00:00 AM,Trucks,383450,401062
US-Canada Border,09/01/2006 12:00:00 AM,Bus Passengers,266393,279611
US-Mexico Border,09/01/2006 12:00:00 AM,Truck Containers Full,246727,256374
US-Mexico Border,09/01/2006 12:00:00 AM,Bus Passengers,222004,249269
US-Mexico Border,09/01/2006 12:00:00 AM,Truck Containers Empty,136347,141462
US-Canada Border,09/01/2006 12:00:00 AM,Rail Containers Full,108601,107773
US-Canada Border,09/01/2006 12:00:00 AM,Truck Containers Empty,82494,88767
US-Canada Border,09/01/2006 12:00:00 AM,Pedestrians,53180,50607
US-Canada Border,09/01/2006 12:00:00 AM,Rail Containers Empty,43203,43758
US-Mexico Border,09/01/2006 12:00:00 AM,Rail Containers Empty,36318,30868
US-Mexico Border,09/01/2006 12:00:00 AM,Rail Containers Full,33461,27810
US-Canada Border,09/01/2006 12:00:00 AM,Train Passengers,23712,23202
US-Mexico Border,09/01/2006 12:00:00 AM,Buses,20686,19400
US-Canada Border,09/01/2006 12:00:00 AM,Buses,10662,11710
US-Canada Border,09/01/2006 12:00:00 AM,Trains,2583,2520
US-Mexico Border,09/01/2006 12:00:00 AM,Train Passengers,1839,1036
US-Mexico Border,09/01/2006 12:00:00 AM,Trains,860,724
US-Mexico Border,09/01/2005 12:00:00 AM,Personal Vehicle Passengers,14370751,14151140
US-Mexico Border,09/01/2005 12:00:00 AM,Personal Vehicles,7269953,6547578
US-Canada Border,09/01/2005 12:00:00 AM,Personal Vehicle Passengers,5445304,5741544
US-Mexico Border,09/01/2005 12:00:00 AM,Pedestrians,3188385,3679502
US-Canada Border,09/01/2005 12:00:00 AM,Personal Vehicles,2693008,2709102
US-Canada Border,09/01/2005 12:00:00 AM,Trucks,580446,514376
US-Canada Border,09/01/2005 12:00:00 AM,Truck Containers Full,505336,382487
US-Canada Border,09/01/2005 12:00:00 AM,Bus Passengers,454160,278734
US-Mexico Border,09/01/2005 12:00:00 AM,Trucks,390992,401113
US-Mexico Border,09/01/2005 12:00:00 AM,Truck Containers Full,253974,256386
US-Mexico Border,09/01/2005 12:00:00 AM,Bus Passengers,190161,249566
US-Mexico Border,09/01/2005 12:00:00 AM,Truck Containers Empty,135819,141490
US-Canada Border,09/01/2005 12:00:00 AM,Rail Containers Full,118157,107721
US-Canada Border,09/01/2005 12:00:00 AM,Truck Containers Empty,84573,88788
US-Canada Border,09/01/2005 12:00:00 AM,Pedestrians,55313,50583
US-Canada Border,09/01/2005 12:00:00 AM,Rail Containers Empty,38882,43783
US-Mexico Border,09/01/2005 12:00:00 AM,Rail Containers Empty,31647,30864
US-Mexico Border,09/01/2005 12:00:00 AM,Rail Containers Full,27603,27811
US-Canada Border,09/01/2005 12:00:00 AM,Train Passengers,24526,23196
US-Mexico Border,09/01/2005 12:00:00 AM,Buses,19847,19397
US-Canada Border,09/01/2005 12:00:00 AM,Buses,17042,11683
US-Canada Border,09/01/2005 12:00:00 AM,Trains,2779,2518
US-Mexico Border,09/01/2005 12:00:00 AM,Train Passengers,1498,1034
US-Mexico Border,09/01/2005 12:00:00 AM,Trains,809,724
US-Mexico Border,09/01/2004 12:00:00 AM,Personal Vehicle Passengers,14572074,14149014
US-Mexico Border,09/01/2004 12:00:00 AM,Personal Vehicles,7351912,6543516
US-Canada Border,09/01/2004 12:00:00 AM,Personal Vehicle Passengers,5469920,5742916
US-Mexico Border,09/01/2004 12:00:00 AM,Pedestrians,3428943,3680767
US-Canada Border,09/01/2004 12:00:00 AM,Personal Vehicles,2758081,2708855
US-Canada Border,09/01/2004 12:00:00 AM,Trucks,602098,513933
US-Canada Border,09/01/2004 12:00:00 AM,Truck Containers Full,500366,381892
US-Canada Border,09/01/2004 12:00:00 AM,Bus Passengers,386208,278191
US-Mexico Border,09/01/2004 12:00:00 AM,Trucks,369295,401274
US-Mexico Border,09/01/2004 12:00:00 AM,Bus Passengers,244162,249593
US-Mexico Border,09/01/2004 12:00:00 AM,Truck Containers Full,234611,256496
US-Mexico Border,09/01/2004 12:00:00 AM,Truck Containers Empty,138611,141505
US-Canada Border,09/01/2004 12:00:00 AM,Rail Containers Full,122446,107646
US-Canada Border,09/01/2004 12:00:00 AM,Truck Containers Empty,83785,88814
US-Canada Border,09/01/2004 12:00:00 AM,Pedestrians,71762,50476
US-Canada Border,09/01/2004 12:00:00 AM,Rail Containers Empty,38051,43812
US-Canada Border,09/01/2004 12:00:00 AM,Train Passengers,29687,23163
US-Mexico Border,09/01/2004 12:00:00 AM,Rail Containers Empty,29428,30872
US-Mexico Border,09/01/2004 12:00:00 AM,Rail Containers Full,25876,27821
US-Mexico Border,09/01/2004 12:00:00 AM,Buses,22198,19383
US-Canada Border,09/01/2004 12:00:00 AM,Buses,15098,11666
US-Canada Border,09/01/2004 12:00:00 AM,Trains,2649,2518
US-Mexico Border,09/01/2004 12:00:00 AM,Train Passengers,1024,1034
US-Mexico Border,09/01/2004 12:00:00 AM,Trains,628,724
US-Mexico Border,09/01/2003 12:00:00 AM,Personal Vehicle Passengers,15497771,14142168
US-Mexico Border,09/01/2003 12:00:00 AM,Personal Vehicles,7234559,6540008
US-Canada Border,09/01/2003 12:00:00 AM,Personal Vehicle Passengers,5441911,5744444
US-Mexico Border,09/01/2003 12:00:00 AM,Pedestrians,3673315,3680805
US-Canada Border,09/01/2003 12:00:00 AM,Personal Vehicles,2661644,2709095
US-Canada Border,09/01/2003 12:00:00 AM,Trucks,600016,513496
US-Canada Border,09/01/2003 12:00:00 AM,Truck Containers Full,498127,381302
US-Canada Border,09/01/2003 12:00:00 AM,Bus Passengers,380195,277673
US-Mexico Border,09/01/2003 12:00:00 AM,Trucks,345770,401555
US-Mexico Border,09/01/2003 12:00:00 AM,Bus Passengers,268252,249499
US-Mexico Border,09/01/2003 12:00:00 AM,Truck Containers Full,209685,256734
US-Mexico Border,09/01/2003 12:00:00 AM,Truck Containers Empty,141501,141505
US-Canada Border,09/01/2003 12:00:00 AM,Rail Containers Full,117584,107596
US-Canada Border,09/01/2003 12:00:00 AM,Pedestrians,98142,50234
US-Canada Border,09/01/2003 12:00:00 AM,Truck Containers Empty,82754,88844
US-Canada Border,09/01/2003 12:00:00 AM,Rail Containers Empty,39255,43835
US-Mexico Border,09/01/2003 12:00:00 AM,Rail Containers Empty,26199,30895
US-Mexico Border,09/01/2003 12:00:00 AM,Buses,22148,19369
US-Canada Border,09/01/2003 12:00:00 AM,Train Passengers,21474,23172
US-Mexico Border,09/01/2003 12:00:00 AM,Rail Containers Full,21083,27855
US-Canada Border,09/01/2003 12:00:00 AM,Buses,15047,11649
US-Canada Border,09/01/2003 12:00:00 AM,Trains,2895,2516
US-Mexico Border,09/01/2003 12:00:00 AM,Train Passengers,1049,1034
US-Mexico Border,09/01/2003 12:00:00 AM,Trains,633,725
US-Mexico Border,09/01/2002 12:00:00 AM,Personal Vehicle Passengers,16246655,14131431
US-Mexico Border,09/01/2002 12:00:00 AM,Personal Vehicles,7480380,6535211
US-Canada Border,09/01/2002 12:00:00 AM,Personal Vehicle Passengers,5983970,5743223
US-Mexico Border,09/01/2002 12:00:00 AM,Pedestrians,3843959,3679973
US-Canada Border,09/01/2002 12:00:00 AM,Personal Vehicles,2893435,2708154
US-Canada Border,09/01/2002 12:00:00 AM,Trucks,587262,513119
US-Canada Border,09/01/2002 12:00:00 AM,Truck Containers Full,492669,380734
US-Canada Border,09/01/2002 12:00:00 AM,Bus Passengers,463219,276727
US-Mexico Border,09/01/2002 12:00:00 AM,Trucks,349746,401820
US-Mexico Border,09/01/2002 12:00:00 AM,Bus Passengers,274867,249369
US-Mexico Border,09/01/2002 12:00:00 AM,Truck Containers Full,196385,257042
US-Mexico Border,09/01/2002 12:00:00 AM,Truck Containers Empty,146454,141480
US-Canada Border,09/01/2002 12:00:00 AM,Pedestrians,143485,49759
US-Canada Border,09/01/2002 12:00:00 AM,Rail Containers Full,120156,107532
US-Canada Border,09/01/2002 12:00:00 AM,Truck Containers Empty,86248,88858
US-Canada Border,09/01/2002 12:00:00 AM,Rail Containers Empty,36743,43871
US-Mexico Border,09/01/2002 12:00:00 AM,Rail Containers Empty,25846,30921
US-Mexico Border,09/01/2002 12:00:00 AM,Buses,24380,19344
US-Mexico Border,09/01/2002 12:00:00 AM,Rail Containers Full,22884,27881
US-Canada Border,09/01/2002 12:00:00 AM,Train Passengers,21067,23182
US-Canada Border,09/01/2002 12:00:00 AM,Buses,16899,11622
US-Canada Border,09/01/2002 12:00:00 AM,Trains,2894,2514
US-Mexico Border,09/01/2002 12:00:00 AM,Train Passengers,1102,1033
US-Mexico Border,09/01/2002 12:00:00 AM,Trains,621,725
US-Mexico Border,09/01/2001 12:00:00 AM,Personal Vehicle Passengers,13335293,14135514
US-Mexico Border,09/01/2001 12:00:00 AM,Personal Vehicles,6141497,6537230
US-Canada Border,09/01/2001 12:00:00 AM,Personal Vehicle Passengers,5667660,5743609
US-Mexico Border,09/01/2001 12:00:00 AM,Pedestrians,3827169,3679218
US-Canada Border,09/01/2001 12:00:00 AM,Personal Vehicles,2572008,2708852
US-Canada Border,09/01/2001 12:00:00 AM,Trucks,542154,512970
US-Canada Border,09/01/2001 12:00:00 AM,Truck Containers Full,433313,380464
US-Canada Border,09/01/2001 12:00:00 AM,Bus Passengers,408931,276049
US-Mexico Border,09/01/2001 12:00:00 AM,Trucks,333294,402171
US-Mexico Border,09/01/2001 12:00:00 AM,Bus Passengers,236654,249435
US-Mexico Border,09/01/2001 12:00:00 AM,Truck Containers Full,178611,257444
US-Mexico Border,09/01/2001 12:00:00 AM,Truck Containers Empty,154211,141414
US-Canada Border,09/01/2001 12:00:00 AM,Rail Containers Full,103044,107555
US-Canada Border,09/01/2001 12:00:00 AM,Truck Containers Empty,80054,88903
US-Canada Border,09/01/2001 12:00:00 AM,Pedestrians,59148,49711
US-Canada Border,09/01/2001 12:00:00 AM,Rail Containers Empty,36252,43910
US-Mexico Border,09/01/2001 12:00:00 AM,Rail Containers Empty,25932,30947
US-Mexico Border,09/01/2001 12:00:00 AM,Rail Containers Full,22973,27906
US-Canada Border,09/01/2001 12:00:00 AM,Train Passengers,22047,23188
US-Mexico Border,09/01/2001 12:00:00 AM,Buses,20891,19336
US-Canada Border,09/01/2001 12:00:00 AM,Buses,15102,11604
US-Canada Border,09/01/2001 12:00:00 AM,Trains,2661,2513
US-Mexico Border,09/01/2001 12:00:00 AM,Train Passengers,1417,1031
US-Mexico Border,09/01/2001 12:00:00 AM,Trains,618,726
US-Mexico Border,09/01/2000 12:00:00 AM,Personal Vehicle Passengers,19726265,14106695
US-Canada Border,09/01/2000 12:00:00 AM,Personal Vehicle Passengers,8079059,5731571
US-Mexico Border,09/01/2000 12:00:00 AM,Personal Vehicles,7564316,6531935
US-Mexico Border,09/01/2000 12:00:00 AM,Pedestrians,3800747,3678591
US-Canada Border,09/01/2000 12:00:00 AM,Personal Vehicles,3375291,2705417
US-Canada Border,09/01/2000 12:00:00 AM,Trucks,588557,512581
US-Canada Border,09/01/2000 12:00:00 AM,Bus Passengers,553103,274620
US-Canada Border,09/01/2000 12:00:00 AM,Truck Containers Full,454959,380080
US-Mexico Border,09/01/2000 12:00:00 AM,Trucks,366768,402354
US-Mexico Border,09/01/2000 12:00:00 AM,Bus Passengers,210058,249638
US-Mexico Border,09/01/2000 12:00:00 AM,Truck Containers Full,150453,257996
US-Mexico Border,09/01/2000 12:00:00 AM,Truck Containers Empty,114347,141554
US-Canada Border,09/01/2000 12:00:00 AM,Rail Containers Full,104355,107571
US-Canada Border,09/01/2000 12:00:00 AM,Truck Containers Empty,75016,88974
US-Canada Border,09/01/2000 12:00:00 AM,Pedestrians,58446,49667
US-Canada Border,09/01/2000 12:00:00 AM,Rail Containers Empty,32360,43970
US-Canada Border,09/01/2000 12:00:00 AM,Train Passengers,24877,23179
US-Mexico Border,09/01/2000 12:00:00 AM,Rail Containers Full,24689,27923
US-Mexico Border,09/01/2000 12:00:00 AM,Rail Containers Empty,21905,30993
US-Mexico Border,09/01/2000 12:00:00 AM,Buses,20921,19328
US-Canada Border,09/01/2000 12:00:00 AM,Buses,20752,11557
US-Canada Border,09/01/2000 12:00:00 AM,Trains,2808,2512
US-Mexico Border,09/01/2000 12:00:00 AM,Train Passengers,1536,1029
US-Mexico Border,09/01/2000 12:00:00 AM,Trains,619,726
US-Mexico Border,09/01/1999 12:00:00 AM,Personal Vehicle Passengers,20003107,14076144
US-Canada Border,09/01/1999 12:00:00 AM,Personal Vehicle Passengers,8054542,5719534
US-Mexico Border,09/01/1999 12:00:00 AM,Personal Vehicles,7342397,6527736
US-Mexico Border,09/01/1999 12:00:00 AM,Pedestrians,3568056,3679164
US-Canada Border,09/01/1999 12:00:00 AM,Personal Vehicles,3405350,2701791
US-Canada Border,09/01/1999 12:00:00 AM,Trucks,588852,512185
US-Canada Border,09/01/1999 12:00:00 AM,Truck Containers Full,448447,379726
US-Canada Border,09/01/1999 12:00:00 AM,Bus Passengers,428805,273822
US-Mexico Border,09/01/1999 12:00:00 AM,Trucks,361516,402565
US-Mexico Border,09/01/1999 12:00:00 AM,Bus Passengers,271891,249522
US-Mexico Border,09/01/1999 12:00:00 AM,Truck Containers Full,190865,258343
US-Mexico Border,09/01/1999 12:00:00 AM,Truck Containers Empty,165388,141430
US-Canada Border,09/01/1999 12:00:00 AM,Rail Containers Full,89203,107667
US-Canada Border,09/01/1999 12:00:00 AM,Truck Containers Empty,70329,89071
US-Canada Border,09/01/1999 12:00:00 AM,Pedestrians,52797,49649
US-Canada Border,09/01/1999 12:00:00 AM,Rail Containers Empty,28174,44051
US-Mexico Border,09/01/1999 12:00:00 AM,Buses,25062,19298
US-Canada Border,09/01/1999 12:00:00 AM,Train Passengers,24431,23173
US-Mexico Border,09/01/1999 12:00:00 AM,Rail Containers Empty,24251,31028
US-Mexico Border,09/01/1999 12:00:00 AM,Rail Containers Full,20741,27960
US-Canada Border,09/01/1999 12:00:00 AM,Buses,18072,11523
US-Canada Border,09/01/1999 12:00:00 AM,Trains,2574,2511
US-Mexico Border,09/01/1999 12:00:00 AM,Train Passengers,1205,1028
US-Mexico Border,09/01/1999 12:00:00 AM,Trains,524,728
